,cleaned_review,cleaned_review_length,review_score
6404,not really ergonomic but don have an underlying issue where this is problem for me love the color changing aspect conversation piece and the charge lasts couple of days also turn it off when leave so really don know how long it really lasts but have not had any issues its mouse if you want it get it if you don don ,62,5.0
5851,long lasting power recharges fast,5,1.0
6214,overall really like the mouse but the scroll button doesn work also was not able to find way to contact the seller to resolve the issue ,26,4.0
1360,unfortunately missed the return window by less than month do lot of panning around for my work with the middle scroll wheel button and the button has issues about half the time where it doesn register that clicked or gets stuck it cute but wouldn buy it again update just wrote this review couple days ago the scroll wheel just broke fully no more intermittent use use it lot but bought it literally two months ago ,76,4.0
9181,i love this keyboard works great with my xbox one happy to see usb type charging port in it this is my first klim purchase but after seeing the quality of this keyboard and reading the note that came with it it definitely not going to be the last ,49,1.0
4698,this mouse worked for while but then broke the led looked fake and crappy wouldn buy this if were but if are in budget it would do the job just be very careful with it ,35,2.0
6963,both worked for month both are having issues now one won charge the other is having connection issues,18,5.0
15892,i use it to teach classroom music in some performing venues the volume is loud enough great feel in the hand convenient attractive unobtrusive design beautiful sound one drawback jbl stopped providing charging cube so you have to own one already or charge through usb ,45,5.0
15373,this thing gets loud it the best of both worlds because you get something light and easy to carry but still get amazing sound battery on the beach goes hours consistently and we like our music loud also like that my wife and can both sync our phones to it at the same time and switch from phone to phone with my old speaker we could only have phone synced at time and we always had to go through the process of disconnecting the current phone then re sync the new phone by putting the device in find new device mode now it simple process to turn the bt off on her phone and mine will automatically connect because it already synced vice versa to connect her phone back to it ,131,5.0
8164,this keyboard is the best purchased of them for work and my son schooling ,14,4.0
1653,i am very disappointed with the quality of life this mouse has bought it and was only able to use it four or five times and it has been problem for me ever since ve charged it adequately and it won start not sure if its factory malfunction or not but it should still be working ve owned it for little over month now ,64,1.0
13476,the product works well ,4,4.0
6034,this mouse works really well the only thing is don feel like the battery lasts very long use it for work and those are hour days of non stop computer work only get about days of use before have to recharge again ,42,5.0
4140,for you are better off getting wired mouse this thing is so bad the sensor light bleeds through the top shell of the mouse worse is that the actual functionality is very poor if your are looking for an accurate mouse this is not it have multi colored mouse pad and the sensor struggles between the change in shades making this mouse difficult to use if you have plain color mouse pad this may be acceptable but if your on the go this will not do ,86,5.0
13532,great product for the price haven had any issues at all definitely beats spending hundreds of dollars ,17,4.0
11361,it comes already big doesn really fit well the cables are to short for spreading requires you to plug into the console to use the led lights wasn pleased but the sound quality and noise cancellation works great ,38,2.0
9012,i bought this for my son to use on his xbox and he also uses it on his school laptop he says that he doesn have any issues with it and likes how quiet the keys are ,37,2.0
7061,i do not recommend this mouse worked all of days changed the batteries and it still does not work spend your money on basic mouse that works ,27,5.0
671,good quality for the price very colorful constantly changing colors easy to connect to the computer great item ,18,3.0
13469,got these headphones for gaming absolutely love them ,8,5.0
6980,it not very responsive but it does work the lights are terrible but it does light up as far as adjusting the dpi did not see difference at all would not recommend for gaming but if you wanna surf the web on smart tv its works well ,47,5.0
13140,the audio is mostly decent but as soon as started talking all my friends told me sounded so badly should go back to my old mic bad output just slightly uncomfortable but not too bad overall,36,4.0
8215,it works and it nice but the led are quite dim ,11,1.0
14047,its great except the cord is way too long there should be no reason why its as long as it is and ve tripped on it couple of times foot tall and it gotten caught under the wheels of my gaming chair other than that it works fine ,48,5.0
12946,feels and sounds great the audio is amazing and the lights are so nice,14,5.0
13324,these are impressive headphones for the price and the mic works great everything is crystal clear,16,5.0
8614,feels very light weight and doesn sit tight if you touch type you will most likely find this unsuitable for daily fast moving entry ,24,1.0
917,i was stunned by the quality of this great wireless mouse with charging port it never needs battery since it is built in ve used the mouse for months and without recharging it goes and goes winner ,37,5.0
3982,this mouse did not work the wireless receiver did work so the mouse did not connect to my laptop ,19,5.0
12796,the price on this headset was unbeatable have had them for months and can believe how good they sound especially for the price point and they have held up with nothing breaking they are very comfortable and have had several hour gaming sessions with no complaints they don sound as good as the sony bluetooth set have but they were more expensive so didn expect them to the led lights are cool but fortunately you can not use them by not plugging in the usb connection if you are looking for comfortable decent sounding wired headset for great price look no further ,102,5.0
11622,bought for my great grandson he loves them,8,5.0
12398, gorgeous design and nice quality,5,5.0
8867,cant wait to do business with again thanks again,9,4.0
3896,really quite while in use and beautiful to look at ,10,4.0
10897,perfect for kids ,3,1.0
494,purchased for daughter and she didn like the ergonomics of it threw it in my work travel bag and have ended up using it works well and battery lasts while it also nice conversation piece in meetings ,37,4.0
14828,only thing didn like was you have to buy your own charging plug other than that it worth it dropped the speaker going down the river reached down pulled it out still playing music and have no problems with it ,40,5.0
4818,it honestly awful it won charge and ve tried four different chargers ,12,3.0
13636,not the best headphones ve purchased doesn provide the same quality for headphones less the price ,16,5.0
8902,seems to be nice alternative to the more expensive keyboards perfect for my young gamer ,15,4.0
886,worked great until today scroll wheel no longer works this is not even an item use more than three times month disappointing ,22,2.0
3404,this was great mouse for schoolwork and better then using battery mouse,12,1.0
16914,speaker works as advertised,4,4.0
14540,i love it,3,5.0
8447,i got faulty keyboard and they were happy to exchange it but the return process was huge hassle needed box and to print label unlike typical amazon returns which found out when showed up to ups the replacement item works perfectly ,41,5.0
3454,exactly what thought it was gonna be use this at work and although the sleep mode can be annoying it does it job ,23,5.0
3361,the features on this mouse are really good it worked well initially but after only days it wouldn work anymore and ended up in the garbage do not recommend buying this one ,32,2.0
13435,these headphones are really good can hear everything in the game and the noise outside can barley be heard id wish it came with stand option but outside if it the product is good,34,5.0
4685,i like idea of not needing batteries but needs approvements ,10,2.0
6281,i ve had the mouse less than months and both the roller wheel and the piece that plugs into the usb port both broke managed to super glue the roller wheel back together but it just broke again buy slightly better mouse if you can not sure if all the reviews are even real ,54,4.0
11360,i ve now bought of these headsets both had mic failure after only couple hours of use spend the money on something of higher quality ,25,1.0
12978,great item,2,5.0
3813,works well ,2,5.0
14224,i love this speaker my dad has one and uses it outside while barbecuing and love the sound quality had to get my own and so far it has not disappointed ,31,5.0
4599,works like it should and it super easy to set up ,11,1.0
5927,it was working fine until the mouse wheel broke three weeks in now useless ,14,5.0
16046,was my daughter birthday present she is extremely pleased thank you very much ,13,5.0
145,the mouse worked great until one day it stopped scrolling ve had it just about month the rest of the mouse seems to be working but the scroll wheel is no longer responsive ,33,1.0
7362,i like that it recharges and doesn require batteries it doesn last that long though but seems to recharge good enough after only being plugged in for even minutes wish it came with longer charge cord since you could then use also with charging cable plugged in still can but very short cord ,53,5.0
7243,mouse only worked half the time then never held charge ,10,5.0
3525,this mouse is quite comfortable and silent recommended ,8,2.0
10702,my son uses these for gaming on his switch and listening to music on his tablet his friends can hear him and he can hear them clearly ,27,5.0
8637,great keyboard my son loves it,6,5.0
627,it would ve been nice if this actually worked ,9,1.0
12913,excelente,1,4.0
7403,very nice bought love it ,5,2.0
5877,does it exactly what it should do ,7,5.0
14074,they work great my year old son likes them for gaming and virtual learning ,14,5.0
10383,great for cod,3,1.0
8928,i am so angry now the battery life was short had to charge very short time after first use it was out of battery again today so changed it it worked for about minutes after charged then stopped responding tried all usb ports of my laptop all working so it the keyboard tried wireless or wired doesn work it just doesn work ,62,5.0
10606,overall it is good product but the only thing don like is the ear cup it kind of small it doesn cover my ear completely ,25,1.0
15735,the jbl is good speaker but when you have the audio go up more than the bass levels start to fade out that is common problem for jbls but it still works good,33,5.0
10689,this headset died after less than month of regular use no loud music only used for gaming voice chat they just randomly died total junk save your money buy something else ,31,1.0
12965,look good,2,5.0
10927,these headphones are awesome they re great for the money they cancel out the noise they work perfect they were just bought for my significant other for work and she loves them am willing to bet they would great for gaming though great sound ,44,1.0
14572,sound is great loud and very deep bass tone wife loved it ,12,5.0
11992,good quality sound,3,4.0
495,the product is good and operates well ,7,3.0
5108,i use this mouse all day every day at my desk job and have had to charge maybe once week it never dies on me just take it upon myself keep it on the regular mouse mode as don need all of the colors flashing but have no complaints,49,2.0
1048,this product does not work with my macbook air it worked last night when first opened the box and it already won keep charge or charge at all buyer beware ,30,5.0
15752,i bought the fli few years ago to take with me when travel for work wanted something little bigger for use around the house and this speaker was great choice great sound quality and great volume for around the house easily pairs with other jbl products also ,47,1.0
12225,i mainly use it for work zoom meetings it starts to hurt my ears after several hours or more hours but for the most part it comfortable highly recommend it ,30,5.0
9660,otherwise it seemed to work fine ,6,5.0
8226,i have had this keyboard for well over month now it is cordless and rechargeable the great thing about it is that when the battery needs charge can plug it in with the supplied usb cord and still use the keyboard while it is charging the keys are backlit with the light coming through each keys letter not just around them the lights turn off after short time of non use but light back up with the tap of any key would buy this again without hesitation if needed ,89,4.0
10407,so far so good,4,1.0
11042,gaming on my iphone,4,4.0
2747,long battery life the lights are beautiful and you can change them the mouse is sleek and gets the job done ,21,5.0
10622,its perfect for gifts,4,1.0
15331,besides driver totally dropping my package on my door step and watched him act like he didn tthis speaker is great the only thing wish it had like the jbl flip is its own sperate volume instead relying off just solely the phones volume this is great for hr shift,50,5.0
2191,for browsing,2,5.0
12957,great product,2,5.0
10597,great sound completely blacks out other noise ,7,4.0
317,works as described ,3,1.0
14929,sounds great purchased the flip couple years ago and wanted more sound quality this thing is awesome ,17,3.0
222,for me personally just not good fit,7,1.0
4827,this mouse only worked for one charging when charged it the second time everything works backwards want to go left it goes right your want it to go up it goes down don recommend this item they say you can return it ,42,5.0
6473,had it for one month and not working ,8,5.0
9648,i think you guys did very good job of building this keyboard it really matches my computer tower have at home keep up the good work ,26,4.0
12821,not even months and they broke can even get ahold of manufacturer ,12,5.0
788,works as expected like the colors they puts little sunshine in my work day sleep mode is too quick for me but it wakes up quickly after good shake ,29,1.0
16969,very nice great sound and works very well for charging phone only drawback it heavy think lb but happy with it ,21,5.0
4185,the calibration on this is terrible can even use it it goes all over the place doesn go where im directing it to go make calls for work on my computer and it hung up when was clearly going to the opposite side of the screen it terrible ,48,5.0
16994,love this thing and an audiophile ,6,5.0
10064,my little brother got these for his birthday and absolutely loves them he takes em with him everywhere lol haven actually played with em but the one time had them on they seemed pretty comfortable as for noise canceling the boy can hear damn thing when he playing his games so be willing to wager they do good job at that ,61,1.0
11287,has part plugin usb is for the lights and headphone jack for sound more for laptop than using with controllers ,20,5.0
7992, love this mouse and don believe have ever said that great economic shape love the color and the light feature is almost mesmerizing and rechargeable ,25,4.0
2170,after two weeks the cover just plain separated and couldn be snapped back on ,14,2.0
7241,works very well thanks ,4,1.0
11072,you can beat this price you get sounds for cheap the mic is little weak but it works,18,5.0
7848,this is nice size mouse and love the color and lights you have to charge it overnight if you use it all day like do for work ,27,5.0
8484,if you re programmer or generally use the ctrl shift key combo please skip this the left ctrl shift combination doesn work so you ll have to retrain yourself to use the right only apparently this is known and ongoing issue it not worth the time or effort ,48,3.0
8097,i use this keyboard with my gaming laptop only when not using my gaming desktop the keyboard is quite nice and responsive but the battery dies very fast use it maybe mins day and it dies in week would much rather have less backlighting and aa batteries can swap out hate when it dies in the middle of game and then have to plug it in and wait while it charges ,71,2.0
1521,it for my laptop doing graphic design,7,5.0
3532,very cheaply made it was the biggest waste of my money the piece that plugs into the usb port broke in weeks time as was taking it out of the port it can be glued back together but it would have to be done with precision and carefulness not to get glue all over it dont know that its worth it guess this is one of those things that its just better off going with the brand you trust and paying that little bit extra for something you know is not going to come apart because it was poorly constructed it was pretty cool how it lights up it is very lightweight as well which will leave that to your own interpretation ,122,5.0
801,scroll wheel broke weeks into having it and stopped working not even months later ,14,1.0
7609,nice mouse but have had other rechargeable and this one seriously lacks uptime getting about few days and dies quickly my first one would last weeks but lost it at conference should have went back to it ,37,5.0
9336,it doesn have solid lighting doesn match my red themed pc mouse mousepad setup ,14,5.0
11289,we like it sounds great,5,1.0
4066,love for the most part charges fast but runs out fast hard to see the pointer arrow have closed lots of things by accidentrn,24,5.0
10628,dislike,1,5.0
15237,money well spent,3,5.0
475,after two days of using the mouse went dead and would not work again no matter how long charged it ,20,1.0
8262,my grandson had trouble with his wireless keyboard which was christmas gift he told me of the trouble and said would contact klim customer service suspected it was dongle problem and emailed them and got response back in hours from service rep named lolita she instructed me what to do to identify my amazon order number and emailed it back to her hours later got response with instructions on trouble shooting the problem it did in fact turn out to be the dongle emailed back our findings and almost immediately got response from lolita that she was shipping complete new keyboard and dongle her reason was in case it wasn the dongle she did not want to disappoint my grandson by having to wait for additional resolution days later received the new keyboard and all is well believe the customer service is in the uk considering the time difference found this to be amazing service thank you lolita their products are great but their service was unbelievable ,167,3.0
3477,size is just right for me,6,2.0
11991,i love using this headset for gaming everyday it is good deal for the low price to the quality of the headset recommend buying this ,25,5.0
15196,incredible sound long battery life ,5,5.0
8401,so far so good although my first impression is that putting the on off switch underneath is stupid lights going off after minute is problematic in the dark unless you really know your touch typing fn pause lights high low or offif reviews are accurate now ll wait to see if got one that lasts ,55,1.0
10051,it is very good in sound quality noise cancellation,9,2.0
4776,i love how cute this mouse is use it for work it goes into sleep mode pretty quickly but one click and you re back up and running charge it once week ,32,1.0
4720,this product is very cheaply made purchased this mouse because my daughter liked the lighting on the side of the mouse however the wheel that controls how you scroll up and down on web page easily breaks off and you have to return it or buy another one buyer beware take it from father who has went through of them ,60,2.0
3971,great product very nice and very nice price my daughter love it ,12,1.0
12015,this is very very nice sturdy headset especially for the great price have previously owned headsets that were at least triple the price and still think these are better not only are they comfortable they are perfect for gaming which is what purchased them for will definitely be purchasing items from this company from now on ,56,5.0
1564,had it two months and it already dead what piece of junk so glad it quit working right after the return window closed quit scrolling and moving the cursor on the screen cheap piece of garbage ,36,5.0
12469,it is great headset for the price the sound is great and my voice is not to messed up with the mic lol the only reason this is not five star is because the ps settings are not playing nicely with the headset on pc they work great though ,49,1.0
17166,great sound and last for long time without needing to keep charging it ,13,5.0
10939,good audio and mic quality for cheap price also comes with the adapter for pc use only complaint have is the earmuffs are little small and hurts my ears after extended sessions ,32,1.0
16839,this was my second purchase pared with another charge to get stereo great sound the bass could be deeper but it still is acceptable two issues are there is no user manual and no wall charger so to pair two speakers had to rely on youtube to set it up also had to contact them to get wall charger specs using one that has volt amp output play the speakers at medium loud volume at best the battery is fairly depleted after to hours it would be great if they offered sub woofer ,93,5.0
11962,works real good and last long time ,7,5.0
6046,i had similar mouse that lasted two years this one died after only month would work after charging for few minutes and then stopped ,24,5.0
269,it just gets stains easily,5,1.0
16310,wish it was little louder expecteda lot more from james lancing,11,5.0
17139,this speaker sounds clean and has good base,8,5.0
5361,i was very disappointed when the mouse stopped responding after few weeks of using it,15,1.0
3862, great mouse the best for the price ,7,5.0
5181,charge doesn last long at all feels cheap works for my year old to use but nothing would keep for myself ,21,2.0
2382,it would sometimes require extra force to register the click so definitely don recommend it for gaming the optics worked very well so it definitely good normal use mouse ,29,1.0
7940,item received charger does not work,6,5.0
7970,i am old school when it comes to navigating the screen work much faster with wireless mouse everything about this mouse is great except you gotta to charge it mouse that require batteries work for very long time months in fact the charge on this mouse doesn last long have to remember to turn it off when not using it also have to remember to plug it into charge after long use starts acting sluggish as power runs down my old mouse is years old wanted cool new one to match my new laptop this one has soft smooth click the led lights are really fun however threw away the box before tried it out would send it back if had kept shipping material ll just keep the old one close when the new one is charging so much for progress i,142,1.0
13185,i like the product its not heavey it doesnt make my ear hurt at all the sound is nice good price for it,23,4.0
13462,these headphones are very cool looking and you can beat the price good quality too ,15,5.0
16237,just got my jbl charge today and so far so good will give it stars right now will update later ,20,5.0
16053,several years ago purchased pair of jbl charge speakers to use around our pool and was immediately in love would connect one to my phone and then link the pair and have nice even sound all across our pool the range was great the sound was great and the batteries lasted long time we eventually wore the batteries out and decided to replace them with pair of jbls latest charge speakers the charge the sound quality and other features are the same but the instability and sensitivity of the bluetooth connection and link feature are so bad they are unusable have to have my phone within feed of the speaker for the bluetooth to connect and they constantly cut out loose their connection to each other or pick up static it is so persistent we are not using them anymore deeply regret buying these speakers and wish would have spent less money to but the far superior charge speakers again if you plan to connect two or more speakers together stay away from these because they just don work ,179,5.0
4168,this is an awesome little mouse connection was super easy it quiet as mouse and compared to my last mouse silent the buttons work great it feels really smooth and think the size is perfect for me ,37,3.0
4770,i bought this mouse and the thing barely moves across the screen not traction it very cheaply made would not recommend at all needed one fast cause my old one is going ve had for years this mouse will not last four years ,43,1.0
4712,it was nice and sleek it felt very cheaply made though and it died within weeks of having it wouldn turn on even charged it would not recommend buying it ,30,5.0
8493,the keyboard colors cannot be set to single color but the brightness can be dimmed or turned off the charge only lasts days the keys are very quiet feature was looking for gave stars due to the short battery life ,40,5.0
14518,these speakers are great bang for the buck got another to connect them together unfortunately my renewed unit was wonky fortunately the return process was super easy while deciding to give renewed another try got new one for father day perfect,41,4.0
3715,lightweight easy bluetooth connection the glow adds an extra pizzazz ,10,1.0
4984,i purchased this mouse on prime day received mouse that does not work no matter what try about to send back for refund please don waste your time purchasing this item wish could relate to the good reviews am so disappointed ,41,5.0
16181,great sound and size my grandson trying to steal mine so just ordered him one for his birthday ,18,5.0
10643,for gaming works great,4,5.0
4006,i love the way this mouse performs ,7,5.0
3994,it makes an almost mute power sound when use it which can become annoying when use it in silent room the light also makes the internal part of the mouse visible other than that it works well ,37,1.0
9866,good sound good headphones,4,5.0
7587,it is really quite except that the scroll button when you click it is really loud rgb is decent for the price but wish it was brighter overall its decent,30,5.0
3835,i got brand new laptop everything is up to date yet when plug in the receiver it says it malfunctions when looking at devices it says driver error uninstalled re installed reset my computer multiple times do not get this ,40,3.0
3241,like the mouse but having to recharge it with usb all the time is annoying and unproductive ,17,5.0
15428,connectivity keeps skipping out have even had other people try to link up and the same thing keeps happening sound is sub par at best,25,5.0
3790,cute,1,5.0
696,see title junk feels poor in your hand if no star button would rate it disapointed,16,5.0
5329,i gave gaming star because don do gaming the mouse is worth every penny love how it feels love that it makes no noise you must use mouse pad ,29,5.0
13259,was good,2,4.0
12096,i use it for my xbox,6,5.0
9245,love being able to toss it on the bed when deep into my hobbying and need some space wish the backlight stayed on bit longer but then probably have to charge it more have no problem recommending this keyboard at all ,41,4.0
5652,i have had this mouse for while and have barely used it because the lag is so bad so so so so so bad it doesn follow it so slow it infuriating do graphic work and cannot have mouse that doesn act in real time do not recommend ,48,2.0
13408,forget all the other expensive headsets this one does it all for much less my kid has been so happy with the headset he recommended to all his friends you wont be disappointed ,33,5.0
4096,this mouse is sleek slim and so pretty love the lights the battery goes pretty quick when using the light changing setting but has lower setting it lasts quite while would definitely recommend it ,34,5.0
13555,good value headset honestly the quality is much higher than expected ,11,5.0
5491,i bought different one of these in the fall and it worked for short time thought was buying from different company this time but this mouse also has failed me do not buy this mouse charged it and still nothing ,40,2.0
4805,i received this product in the mail and when first handled it felt very cheap proceeded to use it on my laptop and the mouse wheel wasn working at all,30,5.0
3103,bought these because it is rechargeable however the power ran out so quick need to charge it at least once week my previous mouse use batteries and didn need to change it for at least half of year ,38,2.0
9593,great keyboard works as advertised ,5,5.0
14202,easy to carry ,3,1.0
16699,i had high expectations for the jbl charge because it has lot of competition and gets good reviews it not exactly cheap either this implies that the charge should be optimistically almost as good as bose for example unfortunately not call me sonically spoiled use yamaha hs and hs monitors on isolation stands at home my truck has bose system that delivers bass mids and highs like reference system ve heard plenty of bose bluetooth speakers and they ve sounded good used to hearing everything crisp and clear having said all of that many people will hear this speaker and be blown away by the quality it not terrible and it actually sounds good in stereo with two connected together unfortunately it not that simple stereo mode is very unreliable and wonky with single charge the highs and mids sound pretty unappealing the best word can think of to describe its overall sound is flat and sloppy with punchy bass the sound stage is disappointingly one dimensional unless you buy second one and use jbl jbl connect app to run them in stereo stereo mode gives these charge an instant drastic improvement in sound but my speakers switch out of stereo mode and into party mode dual mono every time switch between apps and sometimes just from hitting pause for second this should have never made it past qa at jbl didn know that was happening at first but did notice that things went from sounding great to sounding terrible even with two connected that party mode it two copies of the same sounds right on top of each other don want that want left and right speakers that work reliably stereo mode gives wide stereo image and somehow balances out the lone charge inadequacies bit but can even count on it to work properly to summarize think the charge has potential to make good quality bluetooth audio solution but only if you plan on buying two and only if jbl improves stereo mode functionality right away the app should remember which mode the speakers were on and keep it that way or let us choose default mode either would help tremendously ,362,4.0
13866,last me long time never have any problems,8,5.0
16491,i got the jbl speaker in the box with the charging cord but not the battery pack as seen on the jbl box,23,5.0
15876,when paired with my iphone pro max with speakers ok but when tried to paired to speaker the connectivity or bluetooth fail some time this happened with samsung and its worst ,31,5.0
5978,i work on computers all day this mouse has easily become my favorite mouse use it for all of my computer tasks on both computers love this mouse very sleek ,30,2.0
261,it good mouse worked very well for the time had it driver broke after two months and it doesn work anymore ,21,5.0
16091,excellent bluetooth speaker well built and also great sound quality links to harman kardon speakers and also other jbl speakers definitely recommend purchasing if you re looking for great sounding long lasting battery bluetooth speaker ,35,2.0
7119,this mouse is great it connected easily to my windows laptop as well as to my girlfriend imac love that the clicking is quiet think will get another one so we can each have one the lights are cool but am glad there is switch to shut them off that is actually great feature ,54,5.0
15674,this is the second jbl bluetooth speaker have bought used to buy bose but the jbl sound quality and battery life are awesome bose is great product but jbl is the way to go for the money,37,4.0
9217,my husband bought this keyboard for me and we both love it apparently according to him am heavy typer and am loud af when type on normal keyboard on this one he says he can hear anything which is awesome play wow and other pc games and for me the keybindings and lit up back helps lot it light seems durable and the company that supplies this sends the most awesome thank you letter for buying it lol the thank you letter was so funny and unique seriously wish could send the owner of the company award for most unique thank you it an awesome keyboard and if needed another one would totally buy it again ,116,4.0
16471,i like the fact that can connect it with my wife and daughter jbl flip ,15,5.0
11371,these work great for gaming can easily tell what direction sounds are coming from in cod and apex legends for first person shooter games these work great and are very comfortable ,31,5.0
3611,i gave it two stars because like glowing lights can you tell child of the if could give it zero stars for function would this mouse has lot of good reviews maybe mine is fluke it is however fairly horrible the charge on the battery is extraordinarily short lived and when charged it sort of sucks then too ,58,1.0
2161,slim and ergonomic mouse cool led lights while using it ,10,5.0
2915,this mouse is on point literally had never thought of buying one to this slant and size until the color locked me in it an absolute match to my laptop the setup was quick and easy simply turned it on input the usb and was using within seconds it very versatile and works with or without pad lightweight and easy to store with the flat shape ,66,1.0
5822,i love this mouse love the led colored lights the most another one of my favorite is that it is magnetic and sticks to my laptop when in the car or at the local coffee shop ,36,1.0
1252,used this for work and it perfect quick and responsive cute appearance and very light battery life last good amount of time before requiring charge love the lights ,28,5.0
3250, sleek design and very responsive and most all it sleeps when you re not using it ,16,5.0
12875,really good headset,3,3.0
8019, update to prior review this mouse started out great was so excited about it at first then after couple months in all of the sudden the usb that goes into the computer just snaps breaks and ll add did nothing to it one day while working from home moved the laptop to start work and noticed the mouse wasn functioning looked to see why then saw the usb had just cratered into couple pieces so now paid for nothing good lord my own money too not something my office will reimburse me for either nice work ,96,5.0
2044,worked effortlessly right out of the boxand the shipping was lightning fast,12,5.0
15190,very satisfied with product the sound quality battery life extremely durable ,11,3.0
2935,you can hardly maneuver the clicker with this mouse it doesn do its main function the led is ok guess but what the point of mouse that doesn do it job guess have new flashlight give stars if could don waste your time or money on this ,47,5.0
908,if you can spend the extra money and buy something little better quality,13,1.0
532,while working on my desk close by book fell on top of the mouse and now it doesn take charge by the way it was the first day zi was using it ,32,4.0
14088,my son loves this headset he says its made his gaming life much better ,14,1.0
15888,overrated definitely can tell it mono sound quality would get the sony with fuller sound and ldac quality regret choosing this over sony due to deal not worth it ,29,4.0
3152,product doesn stay connected,4,5.0
36, it an excellent product if you re looking for wireless mouse good price and with high load durability that correct use it for work in arcgis excellent service,28,5.0
10733,you get what you pay for what did expect just save and buy an actual headset like from corsair or some turtle beaches are better than these ,27,5.0
10335,working great,2,3.0
1810,came missing usb receiver ,4,1.0
15345,bought this for my husband and it was so easy to connect to bluetooth no apps required and the sound is terrific better than expected in this price range ,29,5.0
12354,some might like long cord but this is bit long wish the usb port was disconnected and could be an attachment the headphones themselves are great the look is beautiful the lights are nice touch the microphone is bit stiff moving up and down but that fine ,47,5.0
12893, original review for this price they re pretty good they aren noise cancelling but around the speakers in the headphones are great the microphone isn great though was told sounded like was speaking into plastic cup within the first two weeks the headphones no longer light up and the mic doesn work customer service never returns any emails even though ve sent to them very disappointed will never buy from these people again ,73,5.0
14633,great little speaker with pretty good sound the battery lasts really long time ,13,4.0
6027,works great long battery life love that it turns itself off very smooth used,14,4.0
13713,when playing with friends they can barely hear me even when speak loudly the mic itself is very short and only come halfway down my cheek with no way to extend it non functional for online play the sound is fine the quality of the mic as whole isn great but for not bad do not buy for online play ,60,5.0
15565,very nice new jbl packaging with directions it normal size not small not huge looks just like the picture color is accurate comes with charger takes long time to charge overall jbl is my favorite portable speaker ,37,5.0
14877,these are the best speakers high quality excellent sound waterproof can also connect with several other speakers same type of course to creat surround sound highly recommended ,27,1.0
38,first time that need to change the battery and it doesnt work anymore no duro ni meses ,17,3.0
1982,the motion is glitchy sometime it moves very slow tried different surfaces and it didn help it also goes to sleep even though took sleep mode off ,27,2.0
13804,good sound quality my son can now whisper cuss words instead of scream them and his teammates still get the point ,21,1.0
9745,i bought this for my kids so they could have gaming keyboard the backlighting works well and it set up without any issues hadn realized this was not only wireless but rechargeable so that was nice surprise very happy with the purchase ,42,1.0
12104,amazing product loved the sound and flexibility soft pads does not hurt your years very comfy and very satisfied ,19,5.0
2106,i was bit skeptical about it being quiet clicker but was pleased to learn it really is quiet the clicks are greatly muffled and are soft to the click my only complaint is that the scrolling wheel does not click quietly the lights are enjoyable but don display constant stream of colors as they forcibly manually change when moved or clicked they otherwise will rotate when the mouse is left idle overall it really nice mouse to buy and use comfortable and light kind of reminds me of the apple mouse ,91,4.0
1480,very easy to use,4,1.0
14803,amazing little speaker clear highs distinct mids and solid enough low end to satisify most people build quality is impressive definitely worth the money for this awesome sounding little work horse would recommend the jbl charge without reservation ,38,5.0
8352,the only thing don like about this keyboard is that there faint humming sound when the backlights come on other than that it great sturdy wireless keyboard ,27,5.0
15525,sounds great ,2,5.0
626,it is almost perfect escept the assembly gap is big some dust dirt tiny food waste will go in easily,20,1.0
1290,given to wife as gift she loves it ,8,5.0
14870,very easy to connect to your device sounds is great with great bass gets very loud and is good for outdoor settings,22,4.0
9462,awesome keyboard for gaming at this price,7,1.0
2244,i bought this mouse for my wife but loved it so much that had to get second for myself it has really great feel and it works really well,29,1.0
13430,sound quality is great and comfortable at good price recommend ,10,5.0
1177,would buy again for if really needed mouse it is not that nice however it does function so cannot really complain wouldn try gaming with it ,26,5.0
16187,this thing is loud and sounds awesome had the jbl version of this and one day it just got really quite have only used the jbl once but love the sound and volume will probably use it over the stereo system in my boat which is pretty nice because this thing sounds so good ,54,5.0
15202,ok,1,4.0
9703,love the vivid color it has nice feature of the lights not staying on all the time so to save the battery life love that ,25,5.0
5071,the price of the mouse vs the functionality is amazing my son is really happy with it ,17,4.0
8030,this mouse works excellent it easy to move very lightweight love the way it lights up excellent buy ,18,5.0
16183,sounds terrible with the mono speaker returning,7,5.0
15371,disappointed that can connect with phone calls otherwise great,9,5.0
8993,i had small technical issue with my keyboard and klim went above and beyond more than any other business that have worked with amazing company keyboard is good stuff too ,30,5.0
16012,drain batt very fast,4,5.0
8930,klim customer service is amazing first keyboard got wouldn connect and became dud within weeks of use they sent brand new one and it been perfect still use it and it good for generic typing however after continuous everyday use for hours week ve begun to choose to only use it on days may be less busy typing less quickly the longer use it or the more have to quickly type it will glitch out it adds unnecessary keys know did not hit or will duplicate key stroke hello looks like heelloo all in all good witless keyboard love that it can be charged with cord battery life is great wakes up quickly and has good response time after sleeping it just can be expected to put up with long intermittent time frames of over wpm typing ,137,5.0
6782,light weight ergonomic bought on died on impossible to recharge,10,5.0
3206,great mouse for work and gaming ,6,5.0
16155,good for pool listening,4,1.0
10377,headphones are slightly uncomfortable to wear and the mic isn very good mine broke quickly after few weeks with seemingly no explanation that being said the sound quality is ok and these are ok headphones for beginners ,37,1.0
16649,got this for my son for christmas he was always borrowing my charge the charge sounds great and the camo color looks even better in person the battery life on these is excellent ,33,2.0
